Symbol	D_TGFb_R1
DVL1	8.431157384
DVL2	7.326556507
DVL3	7.701063561
DYRK1A	8.127617484
TOR1A	8.371827905
E2F1	7.177276068
E2F2	6.141497429
E2F3	8.999001371
E2F4	7.385659703
E2F5	7.28787672
E2F6	8.708855612
E4F1	7.171588064
GPR183	4.630484036
ECE1	6.649191586
TYMP	6.069796926
ECH1	8.987520646
ECHS1	10.70713702
ECM1	6.942964479
ECT2	9.801101386
EDA	4.429390933
S1PR1	4.94969009
LPAR1	7.044664623
EDN1	8.207715963
EDN2	5.064842423
EDN3	4.297488865
EDNRA	5.074647151
EDNRB	3.88169315
PHC1	7.336045114
PHC2	9.790358448
EEF1A1	10.73486929
EEF1A2	8.645932986
EEF1D	9.660145606
EEF2	12.40636146
EIF2D	9.199498987
EFNA1	8.472026576
EFNA2	5.835935838
EFNA3	6.378482829
EFNA4	7.415165616
EFNA5	7.323776867
EFNB1	5.773089401
EFNB2	9.22351184
EFNB3	6.902313934
EGF	4.978069412
CELSR3	6.332357301
CELSR2	6.060342351
MEGF8	6.481989804
EGFR	8.262153602
EGR1	6.877843131
EGR2	5.341352768
EGR3	4.388492745
EGR4	4.421550365
EHHADH	6.288684993
EIF1AX	9.769920885
EIF2S1	9.618664938
EIF2B1	9.79267787
EIF2S3	10.19090144
EPHA2	8.810766036
EIF4B	10.30433598
EIF4E	8.367662781
EIF4EBP1	9.667325713
EIF4EBP2	7.427446592
EIF4G1	9.226447912
EIF4G2	9.310013778
EIF5	8.853210297
EIF5A	10.19330489
ELANE	4.325260896
SERPINB1	8.454622236
ELAVL2	4.752649529
ELAVL1	8.736228923
ELAVL3	5.112035992
ELAVL4	4.008786991
ELF1	8.596144227
ELF2	7.771223767
ELF3	6.566873343
ELF4	8.660537536
ELF5	4.13450626
ELK1	7.312542093
ELK3	9.852898483
ELK4	6.10822128
ELN	5.178125474
EML1	7.196310474
EMD	7.867419662
MARK2	6.438592151
EMP1	7.937554773
EMP2	8.369926568
EMP3	10.84860135
ADGRE1	4.774390952
EMX1	4.619258925
CTTN	8.799500414
EMX2	3.776061435
EN1	3.989696663
EN2	5.305680618
ENDOG	8.162450369
ENG	6.413413991
ENO1	10.42226352
ENO2	7.560815614
ENO3	6.202627763
ENPEP	5.103110188
ENSA	8.537686243
SLC29A1	8.733378129
EP300	7.0447667
EPAS1	10.63189983
EPB41	5.82197374
EPB41L1	5.559621674
EPB41L2	7.260601898
EPB42	4.543927646
DMTN	6.204943284
STOM	8.726562323
EPHA1	4.896851395
EPHA3	4.791379336
EPHA4	5.600856916
EPHA5	4.515403567
EPHA7	4.418776718
EPHB1	5.45423294
EPHB2	8.578640808
EPHB3	5.899449771
EPHB4	7.653504364
EPHB6	4.889620612
EPHX1	7.918414434
EPHX2	5.862684239
STX2	7.858241115
CLN8	6.972472269
EPO	5.019080141
EPOR	6.515939761
EPRS1	9.57600663
EPS8	9.420129421
EPS15	8.619484584
NR2F6	8.861300363
ERBB2	7.473885732
ERBB3	5.816601287
ERBB4	4.233537554
ERCC1	8.609280024
ERCC2	7.100441231
EREG	6.823346343
EYA4	4.871393276
ERCC3	7.928011059
ERCC4	6.356280913
ERCC5	7.827740761
ERCC6	5.856179897
ERF	6.87678739
ERG	4.387781774
ERH	12.27628613
ERN1	6.405187903
FBL	11.7654393
ESD	8.488915764
ESR1	4.646414967
ESR2	4.585923779
ESRRA	7.135686489
ESRRB	5.113522849
ESRRG	4.247207133
ETF1	9.922936293
ETFA	10.50469681
ETFB	9.467041979
ETFDH	6.035992185
ETS1	8.823518546
ETS2	8.109614527
ETV1	6.162018046
ETV3	6.882304516
ETV4	6.854030355
ETV5	7.40524304
ETV6	6.945658422
EVC	6.144434642
MECOM	6.451339976
EVI2A	4.600627182
EVI2B	3.900726355
EVPL	6.047568788
EVX1	5.536031226
EWSR1	7.283872107
EXT1	7.271811958
EXT2	8.806255051
EXTL1	4.905316051
EXTL2	8.252115908
EXTL3	6.895659804
EYA1	5.013046639
EYA2	4.809523919
EYA3	6.252109116
EZH1	5.497227002
EZH2	8.859471703
F2R	7.216218127
F2RL1	9.98669656
F2RL2	4.684927762
F3	9.448260349
F5	4.922016173
F7	5.432165372
F8	6.159917389
F9	3.902585784
F10	4.720624952
F11	3.922698894
F12	7.175610177
F13A1	4.680541834
F13B	3.707225714
FAAH	5.415376027
FABP4	4.616308783
FABP1	4.304001014
FABP2	4.510300019
FABP3	4.636066694
FABP5	10.61250916
FABP6	5.319532301
FABP7	4.178002816
FANCA	6.802477408
FANCC	6.35398039
FANCE	7.009757482
ACSL1	7.740541138
ACSL3	10.26704529
ACSL4	6.780225931
FAH	6.397824706
PTK2B	6.300410155
BPTF	5.965426714
FANCF	7.152170565
FANCG	8.972267242
FAP	6.619821572
FBLN1	7.239771969
FARSA	7.959824632
FASN	8.041100292
FAT1	10.41873406
FAT2	5.087257546
FAU	12.70918684
FBLN2	5.595823204
FBN1	8.071191388
FBN2	6.106002179
EFEMP1	9.526710002
FBP1	5.3371466
FCAR	4.544555624
FCER1A	4.106735419
MS4A2	3.938972789
FCER1G	4.899740426
FCER2	4.96626762
FCGR1BP	4.327330051
FCGR2A	4.229414829
FCGR2B	4.535423752
FCGR3B	4.25305018
FCGRT	7.045248454
FKTN	7.445736253
FCN1	4.568694644
FCN2	4.743229282
FDFT1	10.78916927
FDPS	10.96556202
FDX1	7.676487771
FDXR	6.635763909
FECH	6.331265726
FEN1	9.760006678
GPC4	6.289781206
FER	7.589632752
FES	5.071647806
FGA	5.105909271
FGB	5.638558214
FGD1	7.050929677
FGF1	5.669907851
FGF2	7.938277999
FGF3	5.123148787
FGF4	4.856167872
FGF5	5.653809828
FGF6	5.691293123
FGF7	3.897176235
FGF8	4.789245462
FGF9	4.385266329
FGF12	5.008101182
FGF13	5.604793161
FGF14	4.447805544
FGFR1	7.479722687
FGFR3	6.481089395
GPC5	3.806251675
FGFR2	5.102813323
FGFR4	6.213060078
FGG	4.853244982
FGL1	5.633206373
FGR	4.743934269
FH	9.544406137
FHIT	4.97034293
FHL1	7.140952332
FHL2	11.4506627
FHL3	7.247110255
FKBP1B	7.457840377
FKBP2	9.110477402
FKBP3	9.456876459
FKBP4	8.072425153
FKBP5	7.856628655
FOXG1	5.348093341
FOXF1	4.40211968
FOXF2	5.712467283
FOXC1	8.039660828
FOXD1	10.25366558
FOXI1	4.572546505
FOXL1	5.914296094
FOXE3	4.751164626
FOXJ1	5.296757226
FOXC2	6.534352983
FOXE1	5.882274179
FOXM1	8.78324163
FOXD2	4.618392999
FOXO1	6.831755783
FOXO3	8.462975461
FLG	3.615484714
FLI1	4.334406125
FLII	9.350325067
MLANA	4.351609428
FLNA	9.87089139
FLNB	9.734725439
FLNC	7.060414967
FLOT2	7.802148834
FLT1	4.900636085
FLT3	4.917651502
FLT3LG	4.553148902
FLT4	4.835544196
FMO1	4.717979874
FMO2	4.624432247
FMO3	3.850181635
FMO4	5.499816909
FMO5	4.629100234
FMOD	5.196104597
FMR1	8.780382008
AFF2	4.676292203
FN1	9.275728629
FNTA	9.208281188
FOLH1	4.454182498
FOLR1	6.60295847
FOLR2	5.683958984
FOLR3	5.577850005
FOS	5.206709972
FOSB	5.683802075
FOSL2	7.997501947
FPGS	7.291730756
FPR1	6.138026954
FPR2	4.364047088
FPR3	4.436756956
FXN	6.952914169
FRK	5.630860042
MTOR	6.64700077
FRZB	4.005728327
FSHB	4.85769147
CENPI	6.75067625
FSHR	4.210220491
NR5A2	5.308782248
FTH1	10.55177501
FTL	13.02268114
ADAM2	3.657704027
NR5A1	4.825093056
FUCA1	7.730741623
GAST	5.399745614
FUS	9.527243292
FUT1	5.022654418
FUT2	5.249213962
FUT3	5.056011153
FUT4	7.100257901
FUT5	5.624498768
FUT6	5.493966883
FUT7	5.421168076
FUT8	9.201746887
KDSR	8.541866155
ACKR1	5.193092084
FYB1	4.429891416
FYN	7.069718331
FZD2	8.818334617
IFI6	7.681579317
G6PC1	3.994442187
G6PD	8.694083279
SLC37A4	7.639047206
GAGE1	4.542665583
XRCC6	8.617815914
GAA	6.953722273
GAB1	5.446455868
GABBR1	6.241691099
GABPA	6.748205919
GABPB1	8.269403706
GABRA1	3.873606391
GABRA2	3.856593419
GABRA3	4.610495591
GABRA4	4.173116409
GABRA5	4.469744312
GABRA6	3.783653363
GABRB1	4.037088232
GABRB2	4.347197561
GABRB3	5.531611732
GABRD	5.205312808
GABRG2	4.049842456
GABRG3	3.859308074
GABRP	4.378944518
GABRR1	3.981065816
GABRR2	5.580574676
GAD1	5.531370446
GAD2	4.481703302
GAK	8.854844259
GALC	6.714941144
GALE	8.394131027
B4GALNT1	6.273538844
GALK1	6.598432741
GALK2	7.051668703
GALR1	3.9844102
GALNS	7.278925874
GALNT1	9.097803644
GALNT2	8.874860382
GALNT3	6.785341144
GALT	6.561529193
GAMT	7.288297076
GAP43	4.500143082
GAPDH	13.58320902
LRRC32	5.077309478
GARS1	11.30225952
GART	7.906053196
GAS1	4.254672939
GAS2	4.576605185
GAS6	8.492798843
DRC4	7.006474096
GATA1	5.294020911
GATA2	6.41225031
GATA3	6.085149985
GATA4	4.571765867
GATA6	6.239958066
GATM	6.009431819
GBA1LP	8.402809645
NIPSNAP2	9.862877682
GBE1	10.08494735
GBP1	7.353148775
GBP2	6.329488075
GBX2	4.901327549
GC	3.748226215
GCDH	6.836803276
GCG	3.746146281
GCGR	5.664923898
GCH1	7.426336403
GCHFR	6.903877011
GCK	5.005907812
GCKR	4.988423596
BLOC1S1	9.25045975
KAT2A	8.228333097
NR6A1	5.442247725
GCNT1	7.058198077
GCNT2	6.744277714
GDF2	5.707618347
MSTN	3.438813724
GDF9	4.955423395
GDF10	3.676142097
GDI1	9.187731338
GDI2	11.08867145
GDNF	5.538982692
GEM	7.844244017
GFAP	4.524760538
GFER	6.969925173
GFI1	4.683623645
GFPT1	9.36237115
GFRA1	5.298618527
GFRA2	4.591095603
GFRA3	5.296000509
GGCX	7.68996799
B4GALT1	7.087585256
GGT5	5.220200495
GH1	4.945756527
GH2	4.348498186
GHR	3.930209385
GHRH	4.631165553
GHRHR	5.042780338
GHSR	4.589149001
CBLIF	3.977520631
GIP	5.240262935
GIPR	5.545542224
GJA1	9.568911165
GJA3	5.034919963
GJA4	4.513898368
GJA5	4.267585309
GJA8	5.273756569
GJB1	6.093485362
GJB3	6.618737404
GJB5	5.681198462
GK	5.017739916
GK2	4.843849749
GLA	10.3495313
GPC3	4.692952799
GCLC	8.237239347
GCLM	10.02287344
GLDC	6.33088242
GLE1	7.383384026
GLG1	9.591119196
GLI1	5.834633549
GLI2	6.27100465
GLI3	6.115509195
GLO1	11.63846314
GLP1R	5.231741467
GLRA1	4.244556359
GLRA2	4.84178718
GLRB	6.152685021
GLS	8.598140289
GLRX	8.396541946
GLUD1	9.400822089
GLUD2	6.636928882
GLUL	8.176703667
GM2A	6.916216983
GMDS	6.594389347
GMFB	10.44724348
GML	4.542558254
GMPR	4.725788409
GNA11	8.922470473
GNA12	9.194654815
GNA15	6.319587101
GNAI1	7.994606778
GNAI2	8.917693593
GNAI3	9.274598518
GNAL	5.098343487
GNAO1	4.77403773
GNAQ	8.465750742
GNAS	8.703832496
GNAT1	4.547411136
GNAT2	4.4444108
GNAZ	5.64256837
GNB1	10.57327055
GNB2	9.239996283
GNB3	6.074366103
GNG3	5.194684991
GNG4	7.477693987
GNG5	11.86348189
GNG7	5.647633666
GNG10	11.15102097
GNG11	9.022997311
GNGT1	3.717544907
GNL1	6.554201481
GNRH1	4.143237309
GNRH2	5.963699334
GNRHR	4.022980934
GNS	9.707291371
GOLGA1	6.232708113
GOLGA2	7.569395223
GOLGA3	7.763481453
GOLGA4	7.022639464
GOLGB1	7.203226329
GOT1	9.638655119
GOT2	10.61679166
SFN	9.768981436
GP1BA	5.16325165
GP2	5.059570269
GP5	3.813719532
GP9	5.920849251
GPC1	7.413647052
GPD1	4.595048358
GPD2	7.17098918
GPI	10.74154339
GPLD1	4.091331568
GPM6A	4.369641761
GPM6B	4.595916893
CMKLR2	4.812956512
CCR10	4.914849675
GPR3	5.101090007
GPR4	5.091022968
XCR1	4.503452175
GPR6	4.687396184
NPBWR2	4.079147056
CXCR3	5.067508275
GPR12	4.667393738
GPR15	4.828980064
GPR17	5.518979298
GPR18	3.831692339
GPR19	5.877737243
GPR20	4.942511829
GPR21	5.561907965
GPR22	3.969079881
LPAR4	4.049697962
MCHR1	4.637127691
GPR25	4.464469763
GPR27	4.887754728
GPER1	5.216427561
GPR31	4.980563136
GPR32	4.411681798
GPR35	5.493949515
GPR37	3.579672831
MLNR	3.989343278
GPR39	6.578378205
FFAR2	4.569498533
GRK4	4.288337934
GRK5	7.091864935
GRK6	7.498616387
MKNK2	9.380177318
GPS1	8.86175783
GPS2	8.969905958
GPT	5.935832468
GPX1	11.52339163
GPX2	6.04275647
GPX3	6.994153619
GPX4	11.06766149
GPX5	4.365576088
GPX7	4.7592159
GRB2	8.810129534
GRB7	5.74446992
GRB10	8.878147184
GRB14	7.176316596
RAPGEF1	6.19473538
GRIA1	3.860378221
GRIA2	3.743361885
GRIA3	3.863550379
GRIA4	3.842092052
GRID2	4.655255273
GRN	9.826091489
GRIK1	4.289251538
GRIK2	4.726705704
GRIK3	3.975661261
GRIK4	4.283508735
GRIK5	5.426501916
GRIN1	5.790631423
GRIN2A	4.32861535
GRIN2B	4.460217995
GRIN2C	5.057176736
GRIN2D	5.846593418
GRINA	7.496569552
NR3C1	8.831244705
ARHGAP35	6.824396268
GRM1	4.471067945
GRM2	5.334929444
GRM3	4.470252274
GRM4	5.478835357
GRM5	5.038459328
GRM8	4.342579251
CXCL1	7.991914085
CXCL2	7.20808916
CXCL3	6.367112583
GRP	3.973406132
PDIA3	9.239515008
GRPR	6.00067034
GRSF1	7.808024962
GSC2	3.764202252
GSK3A	7.29970226
GSK3B	8.244756149
GSN	9.29687968
GSPT1	8.085776683
GSR	7.138713341
GSS	9.251701283
GSTA1	4.991220656
GSTA3	4.720465268
GSTA4	7.435667064
GSTM1	6.08816141
GSTM2	6.29182929
GSTM3	7.573303981
GSTM4	4.96207561
GSTM5	5.386040629
GSTP1	11.5636078
GSTT1	6.6606032
GSTT2	5.551745203
GSTZ1	8.085366417
MSH6	9.769277165
GTF2A1	7.034208342
GTF2A2	9.057512348
GTF2B	9.101910202
GTF2E1	8.633889619
GTF2E2	9.343866396
GTF2F1	8.105787422
GTF2F2	8.147162423
GTF2H1	7.437935243
GTF2H3	8.525293532
GTF2H4	7.16373755
GTF2I	6.937077726
BRF1	5.908685938
GTF3C1	8.402159358
GTF3C2	7.77396907
GUCY1A2	4.719666623
GUCA1A	4.934875425
GUCA1B	5.365472067
GUCA2A	5.580193649
GUCA2B	4.859944976
GUCY1A1	5.662355689
GUCY1B1	5.794624085
GUCY2C	4.095258753
GUCY2F	4.307014572
GUK1	9.707867571
GUSB	9.076301501
GYG1	9.550910867
GYPA	4.064528598
GYPB	4.892028478
GYPC	6.123730067
GYPE	3.790615184
GYS1	7.507729648
GYS2	3.604353137
GZMH	4.895018524
GUCY2D	5.124474247
GZMA	4.240414613
GZMB	4.540371418
GZMK	4.775275412
GZMM	4.972540571
H1-0	9.084135976
H1-2	7.995226032
H1-3	6.286410872
H1-4	4.939907171
H1-5	4.975267901
H1-6	5.020047332
H2AC8	4.679452493
H2AX	8.438282702
H2AZ1	12.99184501
H2BC5	8.229377878
H2BC3	4.877044263
H3-3A	7.133076635
H1-1	5.088713635
HABP2	5.037247537
HSD17B10	10.30698509
HAGH	7.707342398
HADHA	9.629761863
HADHB	10.39566724
HADH	8.803482516
HAL	4.232754545
HAS1	4.855360408
HAS2	6.166183704
HBB	5.576840897
HBBP1	4.251245958
HBD	4.966519596
HBE1	5.297949349
HBQ1	6.174993131
HBZ	4.559963663
HCCS	9.101946624
SERPIND1	4.093984652
HCFC1	6.781966832
HCK	4.878070009
HCLS1	4.292282994
HCRT	5.143602383
HCRTR1	4.416863515
HCRTR2	4.367839537
HDAC1	10.93485204
HDAC2	9.313367396
HDC	4.999150874
HDGF	11.15984146
HDLBP	8.256445116
HELLS	8.433611992
NCKAP1L	5.518768963
HEXA	8.030451495
HEXB	10.75374426
CFH	4.757761337
HFE	6.165388913
CFHR2	4.82852854
HGD	5.548660945
HGF	3.936735488
HGFAC	4.692635368
NRG1	8.622123766
HHEX	6.387616668
HIC1	4.768265967
HIF1A	12.12633865
HIP1	7.108596733
UBE2K	9.622160923
HINT1	10.2244919
HIVEP1	6.753208006
HIVEP2	6.901689408
HK1	9.680597366
HK2	6.865968916
HK3	5.343065262
ZBTB48	6.049109857
HLA-A	11.36995682
HLA-B	9.953236182
HLA-C	9.83237998
HLA-DMA	5.638451874
HLA-DMB	6.692182627
MNX1	6.417837072
HLA-DOA	5.5458496
HLA-DOB	4.887218545
HLA-DPA1	4.592991519
HLA-DPB1	4.794680748
HLA-DQA1	4.873692499
HLA-DQB1	4.832918808
HLA-DQB2	4.890418475
HLA-DRA	4.747862285
HLA-DRB1	5.489520805
HLA-DRB4	4.892502913
HLA-DRB6	4.730113235
HLF	4.428797145
HLA-E	9.18728697
HLA-F	8.038690923
HLA-G	9.561971856
MR1	5.987873464
HLCS	6.055653956
HLX	5.983824974
HMBS	9.049971226
HMGB1	10.96707338
HMGB2	11.2304943
HMGB3	9.865184673
HMGN1	12.06331645
HMGN2	12.21488023
HMGCL	8.358845196
HMGCR	9.523586447
HMGCS1	8.821955393
HMGCS2	4.509508307
HMGA1	9.078969612
HMMR	9.415337746
HMOX1	9.192743156
HMOX2	8.19915069
NR4A1	5.836255618
HMX1	6.184129597
FOXA1	5.8231066
FOXA2	5.74791277
HNF4A	5.386857466
HNF4G	5.148782999
ONECUT1	4.590408603
HNMT	5.966470203
SLC29A2	5.330500594
HNRNPA1	8.017770692
HNRNPA2B1	11.2155014
HNRNPAB	11.55780034
HNRNPC	8.602155909
HNRNPD	7.979607505
HNRNPF	9.414452117
HNRNPH1	8.949120619
HNRNPH3	9.052454845
HNRNPK	11.35708621
HNRNPL	9.177042552
HNRNPU	7.818636299
TLX1	5.057596492
TLX2	4.780276458
HOXA1	6.778005631
HOXA2	5.104210963
HOXA3	6.399221638
HOXA4	5.764653227
HOXA5	7.588884301
HOXA6	5.232341215
HOXA7	5.594446042
HOXA10	6.003357528
HOXA11	5.353171
HPCA	5.525633441
HOXB1	5.196650273
HOXB2	8.286022574
HOXB3	6.749589799
HOXB5	6.482864971
HOXB6	6.539731931
HOXB7	8.218125375
HOXB8	5.252667022
HOXB9	6.02301335
HOXC4	6.585207246
HOXC5	5.859051004
HOXC6	8.207368252
HOXC8	5.260907667
HOXC10	6.026149364
HOXC11	6.35025313
HOXC13	6.622929109
HOXD1	5.202331376
HOXD9	5.326681053
HOXD10	5.129856264
HOXD11	5.30727805
HOXD12	4.070895608
HOXD13	4.431320596
HP	5.054654507
HPCAL1	9.591286005
HPD	4.344172261
HPGD	6.299457303
HPN	5.270664045
HPR	4.500828799
HPRT1	10.52978452
HPS1	7.125220416
HPX	5.950591415
HRAS	8.372496382
AGFG1	8.762990276
AGFG2	5.861032574
HRH1	7.518707071
HRC	4.806687131
HRG	4.583106611
HRH2	5.331973043
PRMT2	7.129785619
PRMT1	9.454945889
HES1	7.704952909
HSBP1	10.83987258
HSD3B1	4.137610098
HSD3B2	4.237549209
HSD11B1	5.127647527
HSD11B2	4.560465994
HSD17B1	6.124085934
HSD17B3	4.672966737
HSD17B2	5.068692151
HSD17B4	9.667024059
HSF1	6.460159234
HSF2	7.212340292
HSF4	6.118378744
DNAJB2	7.717056477
DNAJA1	10.58880395
HSPA1L	5.641532296
HSPA2	7.943066912
HSPA4	8.951910219
HSPA5	9.625502698
HSPA6	5.644062977
HSPA9	9.04302654
HSPB1	12.3296942
HSPB2	5.791190619
HSP90AA1	11.86848102
IGSF3	8.866643046
HSP90AB1	11.90211355
HSPD1	9.207044874
HSPE1	11.75457521
DNAJB1	9.529554254
DNAJC4	6.400719489
HSPG2	7.011830429
NDST1	7.367087021
FOXN2	6.577100933
HTN1	3.741783348
HTN3	3.806699895
HTR1A	5.099962323
HTR1B	4.732398417
HTR1D	5.680273919
HTR1E	4.582023243
HTR1F	4.362604964
HTR2A	4.656395249
HTR2B	3.789841541
HTR2C	4.335526333
HTR3A	4.706677679
HTR4	4.922799503
HTR5A	5.09158198
HTR6	4.797395179
HTR7	4.509409964
HUS1	7.250000406
TNC	8.827683461
HYAL1	5.308916906
IAPP	4.357348177
IARS1	11.44147067
IBSP	5.00267949
ICA1	5.841451794
ICAM1	5.765290993
ICAM2	5.764552939
ICAM3	8.126523589
ICAM4	4.109946705
IRF8	5.432049777
MRPL58	9.51518705
ID1	11.79176725
ID2	9.082634168
ID3	10.37293687
ID4	5.759786452
IDE	8.227318481
IDH1	10.9110138
IDH2	8.093216176
IDH3A	8.212792072
IDH3B	9.618606494
IDH3G	9.246370313
IDI1	10.1425346
IDS	8.387696565
IDUA	5.797478823
CFI	5.623363315
IFI16	7.680595189
IFI27	5.943151501
IFI35	7.895915216
SP110	7.783118283
IFIT2	5.155888063
IFIT1	6.877000131
IFIT3	6.584122475
IFNA2	3.870234341
IFNA4	4.523961224
IFNA5	3.597692068
IFNA8	3.73736372
IFNA10	4.304900166
IFNA14	4.240649421
IFNA21	4.265390532
IFNAR1	6.372259185
IFNAR2	7.504025225
IFNB1	4.523171799
IFNG	4.153701465
IFNGR1	7.738811767
IFNGR2	9.290595349
IFNW1	4.463153845
IFRD1	7.958853439
IGBP1	9.707686673
IGF1	5.091388421
IGF1R	8.864842428
IGF2R	8.663441591
IGFALS	5.570576196
IGFBP1	5.442787618
IGFBP2	6.085958714
IGFBP3	10.01217672
IGFBP4	7.623563367
IGFBP5	6.158242539
IGFBP6	8.215604369
IGFBP7	10.17381024
CCN1	11.70536861
IGHMBP2	5.276018603
JCHAIN	3.599930953
RBPJ	10.00080103
IGLL1	4.326286668
IGSF1	4.564823031
IK	9.744000032
IKBKB	6.247216767
IL1A	6.263092878
IL1B	6.403805347
IL1R1	7.204986385
IL1RAP	6.326209693
IL1RN	4.722958838
IL2	3.732716672
IL2RA	4.484928896
IL2RB	5.643562305
IL2RG	5.214304265
IL3	3.960358754
IL3RA	5.685240072
IL4	3.698073449
IL4R	7.562844721
IL5	3.649051728
IL5RA	4.462509185
IL6	6.6928146
IL6R	5.071537113
IL6ST	8.094328672
IL7	4.451662353
IL7R	7.017133952
CXCL8	9.022503196
CXCR1	5.902695121
IL9	3.839248046
CXCR2	4.127700826
IL9R	5.117679669
IL10	4.354823738
IL10RA	4.622178826
IL10RB	8.155659259
IL11	9.244830288
IL11RA	6.652296503
IL12A	4.703579029
IL12B	3.694729339
IL12RB1	5.056867175
IL12RB2	4.045905732
IL13	5.427888748
IL13RA1	9.179804762
IL13RA2	4.768043203
IL15	8.015644301
IL15RA	5.942140489
IL16	4.630247816
TNFRSF9	5.542637297
IL17A	3.965552165
IL18	8.418085479
FOXK2	7.070351758
ILF2	11.20887821
ILF3	8.161371678
ILK	9.756059331
IMPA1	10.35376359
IMPA2	8.266338841
IMPDH1	7.932338129
IMPDH2	11.34991823
IMPG1	3.507129238
INCENP	6.379414266
IDO1	5.354960412
ING1	6.516252376
ING2	7.69156283
INHA	4.501578952
INHBA	9.177021493
INHBB	6.3707621
INHBC	5.155147815
CXCL10	4.774274025
INPP1	8.315978361
INS	4.693710968
INPP4A	6.596380954
INPP5A	8.960555864
INPP5B	5.534602843
INPP5D	4.816587957
INPPL1	7.909805267
INSIG1	9.192586309
INSL3	4.834422261
INSL4	5.807997661
INSM1	3.679028913
INSR	5.443429567
INSRR	4.918211432
EIF3E	9.340328404
PDX1	4.951166462
IPP	5.613447087
IRAK1	10.9058418
ITGA6	9.213048559
IREB2	7.155383106
IRF1	6.779646282
IRF2	6.429469141
IRF3	8.364946121
IRF4	4.441167837
IRF5	5.859550144
IRF6	6.144842072
IRF7	7.350990143
IRS1	8.377378526
ISG20	7.276320493
ISL1	4.388908953
ISLR	5.000961862
ITGA1	5.583035201
ITGA2	8.318718761
ITGA2B	4.87903108
ITGA3	9.132176013
ITGA4	4.069487453
ITGA5	8.971917785
ITGA7	5.525362847
ITGA9	4.258496212
ITGAE	10.65890439
ITGAL	3.946812596
ITGAM	4.400832901
ITGAV	11.81524615
ITGAX	4.887703415
ITGB1	10.20552475
ITGB2	5.766119668
ITGB3	6.419312746
ITGB4	7.96837281
EIF6	11.36687584
ITGB5	8.767104524
ITGB7	5.766574047
ITGB8	4.847698793
ITIH1	4.655006413
ITIH2	4.862834051
ITIH3	4.450030172
ITIH4	5.138064318
ITK	4.111929657
STT3A	10.24128548
ITPA	9.807269352
ITPK1	7.777415566
ITPKA	5.806839631
ITPKB	5.715602326
ITPR1	5.530081144
ITPR2	5.364503267
ITPR3	8.652054526
IVD	6.495338465
IVL	5.750621088
JAG2	6.726868117
JAK1	9.265266831
JAK2	5.391967285
JAK3	5.20643321
JARID2	9.205365762
JUN	9.836693417
JUNB	9.135192765
JUND	9.436823739
JUP	9.280415051
ANOS1	5.488684116
CD82	7.041931356
KARS1	11.25570519
KCNA1	4.616129293
KCNA2	4.542782226
KCNA3	4.114795922
KCNA4	4.733511719
KCNA5	4.724195996
KCNA10	4.963735399
KCNB1	4.534346169
KCNC1	4.376274937
KCNC2	4.588683245
KCNC3	5.321995847
KCNC4	5.011637084
KCND1	5.208314843
KCND2	3.694034139
KCND3	5.173457158
KCNE1	4.038283164
KCNF1	5.532320477
KCNG1	5.391368403
KCNH1	4.591743531
KCNH2	5.623355513
KCNJ1	4.25312865
KCNJ2	4.513813418
KCNJ3	4.026162795
KCNJ4	4.579557547
KCNJ5	5.657499229
KCNJ6	5.41245547
KCNJ8	4.864312395
KCNJ9	4.803929139
KCNJ10	4.423832408
KCNJ13	3.938386151
KCNJ14	5.015364915
KCNJ15	7.663869469
KCNJ16	4.938625946
KCNK1	7.781834614
KCNK2	4.060838092
KCNK3	5.647413238
KCNMA1	6.92041139
KCNMB1	4.593450626
KCNN1	6.202496707
KCNN2	4.104620686
KCNN3	4.620776361
KCNN4	7.267103983
KCNQ1	6.267410459
KCNQ2	5.298280849
KCNQ3	5.801437872
KCNS1	6.093312465
KCNS3	7.012133836
KDR	4.51874509
KEL	5.559864029
KHK	6.235826349
KIF2A	7.764369633
KIF3C	8.134291174
KIF5A	5.524809792
KIF5B	9.479070381
KIF5C	5.505103486
KIFC3	6.697969956
KIR2DL4	4.776492415
KIR2DS1	5.483504235
KIR2DS4	4.965907153
KIR3DL1	4.750827415
KISS1	4.895568987
KIT	5.033738729
KLK1	5.73558315
KLK2	5.122487193
KLKB1	5.039738281
KLRB1	4.698635335
KLRC3	4.016190764
KLRD1	4.340927638
KNG1	4.338537081
KLC1	8.523702021
KIF11	9.338761076
KIFC1	8.620682674
KIF25	5.368316346
KPNA1	8.119335164
KPNB1	10.73719197
KPNA2	12.47271536
KPNA3	9.676997472
KPNA4	9.817399378
KPNA5	5.818040437
TNPO1	9.413814728
IPO5	8.497192758
KRAS	9.258735111
KRTAP5-9	5.518687252
KRT1	4.789343095
KRT2	4.452767134
KRT3	5.156585958
KRT4	5.477752251
KRT5	7.269899849
KRT6B	7.517038892
KRT7	9.214914987
KRT8	11.43492259
KRT9	5.845548526
KRT10	10.31913776
KRT12	3.800441295
KRT13	3.780526943
KRT14	6.983750686
KRT15	5.620820218
KRT16	6.585867629
KRT18	11.73018218
KRT19	7.441951209
KRT32	5.237202853
KRT33A	5.516756246
KRT33B	4.910955108
KRT35	3.962668469
KRT81	9.400739378
KRT83	6.074991219
KRT84	4.477370037
KRT85	5.354906841
KTN1	10.4661342
L1CAM	6.706030249
LAD1	6.685134764
